RemoteIP,DeviceName,ActionType,AccountName,total_connections
REDACTED IP,windows-target-1,LogonFailed,administrator,8
REDACTED IP,windows-target-1,LogonFailed,test,1
REDACTED IP,windows-target-1,LogonFailed,administrator,14
REDACTED IP,windows-target-1,LogonFailed,services,1
REDACTED IP,windows-target-1,LogonFailed,laboratory,2
REDACTED IP,windows-target-1,LogonFailed,support,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,computer ,1
REDACTED IP,windows-target-1,LogonFailed,username,1
REDACTED IP,windows-target-1,LogonFailed,guard,1
REDACTED IP,windows-target-1,LogonFailed,rafael,1
REDACTED IP,windows-target-1,LogonFailed,postmaster,1
REDACTED IP,windows-target-1,LogonFailed,administrator,6
REDACTED IP,windows-target-1,LogonFailed,administrator,26
REDACTED IP,windows-target-1,LogonFailed,administrator,14
REDACTED IP,windows-target-1,LogonFailed,user4,3
REDACTED IP,windows-target-1,LogonFailed,admin,1
REDACTED IP,windows-target-1,LogonFailed,administrator,10
REDACTED IP,windows-target-1,LogonFailed,windows,1
REDACTED IP,windows-target-1,LogonFailed,administrator,11
REDACTED IP,windows-target-1,LogonFailed,user2,2
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,4
REDACTED IP,windows-target-1,LogonFailed,scan,1
REDACTED IP,windows-target-1,LogonFailed,administrator,40
REDACTED IP,windows-target-1,LogonFailed,scan,8
REDACTED IP,windows-target-1,LogonFailed,office,1
REDACTED IP,windows-target-1,LogonFailed,computer ,1
REDACTED IP,windows-target-1,LogonFailed,administrator,7
REDACTED IP,windows-target-1,LogonFailed,system ,2
REDACTED IP,windows-target-1,LogonFailed,username,1
REDACTED IP,windows-target-1,LogonFailed,office,2
REDACTED IP,windows-target-1,LogonFailed,office,10
REDACTED IP,windows-target-1,LogonFailed,remote1,1
REDACTED IP,windows-target-1,LogonFailed,,1
REDACTED IP,windows-target-1,LogonFailed,administrator,4
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,storage,1
REDACTED IP,windows-target-1,LogonFailed,admin1,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,user1,1
REDACTED IP,windows-target-1,LogonFailed,administrator,22
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,guest,2
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,3
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,khedma,1
REDACTED IP,windows-target-1,LogonFailed,user3,2
REDACTED IP,windows-target-1,LogonFailed,digital,1
REDACTED IP,windows-target-1,LogonFailed,administrateur,12
REDACTED IP,windows-target-1,LogonFailed,administrateur,16
REDACTED IP,windows-target-1,LogonFailed,user1,1
REDACTED IP,windows-target-1,LogonFailed,home,1
REDACTED IP,windows-target-1,LogonFailed,admin,2
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,administrator,10
REDACTED IP,windows-target-1,LogonFailed,sqlserver,2
REDACTED IP,windows-target-1,LogonFailed,administrator,15
REDACTED IP,windows-target-1,LogonFailed,backup,1
REDACTED IP,windows-target-1,LogonFailed,2,1
REDACTED IP,windows-target-1,LogonFailed,vmadmin,1
REDACTED IP,windows-target-1,LogonFailed,administrator,14
REDACTED IP,windows-target-1,LogonFailed,administrator,7
REDACTED IP,windows-target-1,LogonFailed,jonn,1
REDACTED IP,windows-target-1,LogonFailed,adminuser,1
REDACTED IP,windows-target-1,LogonFailed,jack,2
REDACTED IP,windows-target-1,LogonFailed,administrador,1
REDACTED IP,windows-target-1,LogonFailed,ezra,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,user2,1
REDACTED IP,windows-target-1,LogonFailed,pc,1
REDACTED IP,windows-target-1,LogonFailed,administrator,14
REDACTED IP,windows-target-1,LogonFailed,administrador,15
REDACTED IP,windows-target-1,LogonFailed,user,1
REDACTED IP,windows-target-1,LogonFailed,oliver,1
REDACTED IP,windows-target-1,LogonFailed,support,1
REDACTED IP,windows-target-1,LogonFailed,test,1
REDACTED IP,windows-target-1,LogonFailed,benjamin,1
REDACTED IP,windows-target-1,LogonFailed,azureadmin,1
REDACTED IP,windows-target-1,LogonFailed,setup,2
REDACTED IP,windows-target-1,LogonFailed,vm2,1
REDACTED IP,windows-target-1,LogonFailed,system,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,vm,1
REDACTED IP,windows-target-1,LogonFailed,colledge,1
REDACTED IP,windows-target-1,LogonFailed,administrador,11
REDACTED IP,windows-target-1,LogonFailed,administrator,3
REDACTED IP,windows-target-1,LogonFailed,administrator,25
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,usuario,1
REDACTED IP,windows-target-1,LogonFailed,train,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,printer,1
REDACTED IP,windows-target-1,LogonFailed,administrator,30
REDACTED IP,windows-target-1,LogonFailed,vanessa,1
REDACTED IP,windows-target-1,LogonFailed,pc,1
REDACTED IP,windows-target-1,LogonFailed,trello,1
REDACTED IP,windows-target-1,LogonFailed,sol,1
REDACTED IP,windows-target-1,LogonFailed,test,2
REDACTED IP,windows-target-1,LogonFailed,user10,1
REDACTED IP,windows-target-1,LogonFailed,user01,3
REDACTED IP,windows-target-1,LogonFailed,share,2
REDACTED IP,windows-target-1,LogonFailed,user4,1
REDACTED IP,windows-target-1,LogonFailed,scan,2
REDACTED IP,windows-target-1,LogonFailed,user1,1
REDACTED IP,windows-target-1,LogonFailed,susana,1
REDACTED IP,windows-target-1,LogonFailed,user02,1
REDACTED IP,windows-target-1,LogonFailed,reception,1
REDACTED IP,windows-target-1,LogonFailed,ryan,1
REDACTED IP,windows-target-1,LogonFailed,training,1
REDACTED IP,windows-target-1,LogonFailed,testuser,1
REDACTED IP,windows-target-1,LogonFailed,madelyn,1
REDACTED IP,windows-target-1,LogonFailed,store,1
REDACTED IP,windows-target-1,LogonFailed,portaria,1
REDACTED IP,windows-target-1,LogonFailed,remoto1,1
REDACTED IP,windows-target-1,LogonFailed,student,2
REDACTED IP,windows-target-1,LogonFailed,robin,1
REDACTED IP,windows-target-1,LogonFailed,vincent,1
REDACTED IP,windows-target-1,LogonFailed,user,2
REDACTED IP,windows-target-1,LogonFailed,peter,1
REDACTED IP,windows-target-1,LogonFailed,shipping,1
REDACTED IP,windows-target-1,LogonFailed,linares,1
REDACTED IP,windows-target-1,LogonFailed,liliana,1
REDACTED IP,windows-target-1,LogonFailed,zabbix,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,lorenzo morales,1
REDACTED IP,windows-target-1,LogonFailed,andre,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,rm_administrator,1
REDACTED IP,windows-target-1,LogonFailed,windows,51
REDACTED IP,windows-target-1,LogonFailed,administrator,17
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,administrator,14
REDACTED IP,windows-target-1,LogonFailed,adminmax,1
REDACTED IP,windows-target-1,LogonFailed,administrator,13
REDACTED IP,windows-target-1,LogonFailed,microsoft,1
REDACTED IP,windows-target-1,LogonFailed,scan,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,4
REDACTED IP,windows-target-1,LogonFailed,test1,1
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,administrator,11
REDACTED IP,windows-target-1,LogonFailed,admin,7
REDACTED IP,windows-target-1,LogonFailed,administrador,3
REDACTED IP,windows-target-1,LogonFailed,conference,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,11
REDACTED IP,windows-target-1,LogonFailed,boardroom,1
REDACTED IP,windows-target-1,LogonFailed,admin,12
REDACTED IP,windows-target-1,LogonFailed,admin,12
REDACTED IP,windows-target-1,LogonFailed,admin,14
REDACTED IP,windows-target-1,LogonFailed,administrator,64
REDACTED IP,windows-target-1,LogonFailed,shop,1
REDACTED IP,windows-target-1,LogonFailed,arun,1
REDACTED IP,windows-target-1,LogonFailed,student,1
REDACTED IP,windows-target-1,LogonFailed,pos,1
REDACTED IP,windows-target-1,LogonFailed,erico,1
REDACTED IP,windows-target-1,LogonFailed,shipping,1
REDACTED IP,windows-target-1,LogonFailed,cassa1,1
REDACTED IP,windows-target-1,LogonFailed,charly,1
REDACTED IP,windows-target-1,LogonFailed,daniel,1
REDACTED IP,windows-target-1,LogonFailed,user,2
REDACTED IP,windows-target-1,LogonFailed,pri,1
REDACTED IP,windows-target-1,LogonFailed,peter,1
REDACTED IP,windows-target-1,LogonFailed,administrator,10
REDACTED IP,windows-target-1,LogonFailed,media,1
REDACTED IP,windows-target-1,LogonFailed,sitecafe,1
REDACTED IP,windows-target-1,LogonFailed,laptop,1
REDACTED IP,windows-target-1,LogonFailed,libertyfence,1
REDACTED IP,windows-target-1,LogonFailed,suporte,1
REDACTED IP,windows-target-1,LogonFailed,testerp,1
REDACTED IP,windows-target-1,LogonFailed,exchange,1
REDACTED IP,windows-target-1,LogonFailed,admin,2
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,username,1
REDACTED IP,windows-target-1,LogonFailed,admin,1
REDACTED IP,windows-target-1,LogonFailed,game,1
REDACTED IP,windows-target-1,LogonFailed,stephan,1
REDACTED IP,windows-target-1,LogonFailed,ron,1
REDACTED IP,windows-target-1,LogonFailed,rbell,1
REDACTED IP,windows-target-1,LogonFailed,allen,1
REDACTED IP,windows-target-1,LogonFailed,dessinateur,1
REDACTED IP,windows-target-1,LogonFailed,administrator,21
REDACTED IP,windows-target-1,LogonFailed,secretaria,1
REDACTED IP,windows-target-1,LogonFailed,ame,1
REDACTED IP,windows-target-1,LogonFailed,sqluser,1
REDACTED IP,windows-target-1,LogonFailed,test,1
REDACTED IP,windows-target-1,LogonFailed,cyber,1
REDACTED IP,windows-target-1,LogonFailed,aiden,1
REDACTED IP,windows-target-1,LogonFailed,saul,1
REDACTED IP,windows-target-1,LogonFailed,cindy,1
REDACTED IP,windows-target-1,LogonFailed,direction,1
REDACTED IP,windows-target-1,LogonFailed,oscar,1
REDACTED IP,windows-target-1,LogonFailed,brungilda,1
REDACTED IP,windows-target-1,LogonFailed,krbrtgt,1
REDACTED IP,windows-target-1,LogonFailed,sales,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,man,1
REDACTED IP,windows-target-1,LogonFailed,pannelli,1
REDACTED IP,windows-target-1,LogonFailed,news,1
REDACTED IP,windows-target-1,LogonFailed,print,1
REDACTED IP,windows-target-1,LogonFailed,craig,1
REDACTED IP,windows-target-1,LogonFailed,edward,1
REDACTED IP,windows-target-1,LogonFailed,valerie,1
REDACTED IP,windows-target-1,LogonFailed,martina,1
REDACTED IP,windows-target-1,LogonFailed,colo,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,ospite,1
REDACTED IP,windows-target-1,LogonFailed,systema,1
REDACTED IP,windows-target-1,LogonFailed,infonet,1
REDACTED IP,windows-target-1,LogonFailed,aaa,1
REDACTED IP,windows-target-1,LogonFailed,defaultaccount,1
REDACTED IP,windows-target-1,LogonFailed,kassa,1
REDACTED IP,windows-target-1,LogonFailed,adrian,1
REDACTED IP,windows-target-1,LogonFailed,emmanuel,1
REDACTED IP,windows-target-1,LogonFailed,lucy,1
REDACTED IP,windows-target-1,LogonFailed,system1,1
REDACTED IP,windows-target-1,LogonFailed,temp1,1
REDACTED IP,windows-target-1,LogonFailed,lenovo,1
REDACTED IP,windows-target-1,LogonFailed,rights,1
REDACTED IP,windows-target-1,LogonFailed,seohae,1
REDACTED IP,windows-target-1,LogonFailed,net,1
REDACTED IP,windows-target-1,LogonFailed,asdmin2,1
REDACTED IP,windows-target-1,LogonFailed,sys,1
REDACTED IP,windows-target-1,LogonFailed,it-service,1
REDACTED IP,windows-target-1,LogonFailed,shiva,1
REDACTED IP,windows-target-1,LogonFailed,toor,1
REDACTED IP,windows-target-1,LogonFailed,123,1
REDACTED IP,windows-target-1,LogonFailed,moeclub,1
REDACTED IP,windows-target-1,LogonFailed,dev03,1
REDACTED IP,windows-target-1,LogonFailed,sara,1
REDACTED IP,windows-target-1,LogonFailed,michelle,1
REDACTED IP,windows-target-1,LogonFailed,sonicwall,1
REDACTED IP,windows-target-1,LogonFailed,sql,1
REDACTED IP,windows-target-1,LogonFailed,acer,1
REDACTED IP,windows-target-1,LogonFailed,systemadmin,1
REDACTED IP,windows-target-1,LogonFailed,crmadmin,1
REDACTED IP,windows-target-1,LogonFailed,niglas,1
REDACTED IP,windows-target-1,LogonFailed,admin,1
REDACTED IP,windows-target-1,LogonFailed,m10,1
REDACTED IP,windows-target-1,LogonFailed,registro,1
REDACTED IP,windows-target-1,LogonFailed,kt03,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,micros,1
REDACTED IP,windows-target-1,LogonFailed,82064,1
REDACTED IP,windows-target-1,LogonFailed,op1,1
REDACTED IP,windows-target-1,LogonFailed,lorena,1
REDACTED IP,windows-target-1,LogonFailed,mohammadi,1
REDACTED IP,windows-target-1,LogonFailed,ceo,1
REDACTED IP,windows-target-1,LogonFailed,queshift,1
REDACTED IP,windows-target-1,LogonFailed,jairo.henn,1
REDACTED IP,windows-target-1,LogonFailed,admn,1
REDACTED IP,windows-target-1,LogonFailed,administrator,29
REDACTED IP,windows-target-1,LogonFailed,entersoftz,1
REDACTED IP,windows-target-1,LogonFailed,user,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,lola,1
REDACTED IP,windows-target-1,LogonFailed,medifaire,1
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,attentioi,1
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,jmlaunay,1
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,designer,1
REDACTED IP,windows-target-1,LogonFailed,admin,3
REDACTED IP,windows-target-1,LogonFailed,123ttr1,1
REDACTED IP,windows-target-1,LogonFailed,admin,2
REDACTED IP,windows-target-1,LogonFailed,operator,1
REDACTED IP,windows-target-1,LogonFailed,barman,1
REDACTED IP,windows-target-1,LogonFailed,ajay,1
REDACTED IP,windows-target-1,LogonFailed,jonah,1
REDACTED IP,windows-target-1,LogonFailed,un_adm,1
REDACTED IP,windows-target-1,LogonFailed,vetal_1,1
REDACTED IP,windows-target-1,LogonFailed,guvue42a,1
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,huttova,1
REDACTED IP,windows-target-1,LogonFailed,admin,10
REDACTED IP,windows-target-1,LogonFailed,polak,1
REDACTED IP,windows-target-1,LogonFailed,mangtha,1
REDACTED IP,windows-target-1,LogonFailed,test,1
REDACTED IP,windows-target-1,LogonFailed,administrator,7
REDACTED IP,windows-target-1,LogonFailed,salisbury,1
REDACTED IP,windows-target-1,LogonFailed,administrator,18
REDACTED IP,windows-target-1,LogonFailed,admin,25
REDACTED IP,windows-target-1,LogonFailed,admin,15
REDACTED IP,windows-target-1,LogonFailed,administrator,8
REDACTED IP,windows-target-1,LogonFailed,administrator,16
REDACTED IP,windows-target-1,LogonFailed,jobs,1
REDACTED IP,windows-target-1,LogonFailed,administrator,3
REDACTED IP,windows-target-1,LogonFailed,theodore,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,harvey,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,admin,1
REDACTED IP,windows-target-1,LogonFailed,administrator,10
REDACTED IP,windows-target-1,LogonFailed,administrator,6
REDACTED IP,windows-target-1,LogonFailed,user1,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,user,1
REDACTED IP,windows-target-1,LogonFailed,edith,1
REDACTED IP,windows-target-1,LogonFailed,scanner,1
REDACTED IP,windows-target-1,LogonFailed,asp.net,1
REDACTED IP,windows-target-1,LogonFailed,beatrice,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,network,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,user,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,4gidcs,1
REDACTED IP,windows-target-1,LogonFailed,guest,1
REDACTED IP,windows-target-1,LogonFailed,manager,1
REDACTED IP,windows-target-1,LogonFailed,administrator,8
REDACTED IP,windows-target-1,LogonFailed,mcmlocaladmin,1
REDACTED IP,windows-target-1,LogonFailed,administrador,1
REDACTED IP,windows-target-1,LogonFailed,kian,2
REDACTED IP,windows-target-1,LogonFailed,leo,1
REDACTED IP,windows-target-1,LogonFailed,imogen,1
REDACTED IP,windows-target-1,LogonFailed,robert.reyes,1
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,doctor,1
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,mail,1
REDACTED IP,windows-target-1,LogonFailed,admin,3
REDACTED IP,windows-target-1,LogonFailed,admin,2
REDACTED IP,windows-target-1,LogonFailed,administrator,18
REDACTED IP,windows-target-1,LogonFailed,remote,1
REDACTED IP,windows-target-1,LogonFailed,client,1
REDACTED IP,windows-target-1,LogonFailed,john,1
REDACTED IP,windows-target-1,LogonFailed,teste,1
REDACTED IP,windows-target-1,LogonFailed,brock,1
REDACTED IP,windows-target-1,LogonFailed,test,1
REDACTED IP,windows-target-1,LogonFailed,admins,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,scanner,1
REDACTED IP,windows-target-1,LogonFailed,director,1
REDACTED IP,windows-target-1,LogonFailed,windowsuser,31
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,reception,1
REDACTED IP,windows-target-1,LogonFailed,targetuser,20
REDACTED IP,windows-target-1,LogonFailed,server,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,admin,2
REDACTED IP,windows-target-1,LogonFailed,user4,1
REDACTED IP,windows-target-1,LogonFailed,cloud,1
REDACTED IP,windows-target-1,LogonFailed,administrator,40
REDACTED IP,windows-target-1,LogonFailed,administrator,5
REDACTED IP,windows-target-1,LogonFailed,ultra,1
REDACTED IP,windows-target-1,LogonFailed,admin,4
REDACTED IP,windows-target-1,LogonFailed,hoar,1
REDACTED IP,windows-target-1,LogonFailed,administrador,5
REDACTED IP,windows-target-1,LogonFailed,user,5
REDACTED IP,windows-target-1,LogonFailed,test,4
REDACTED IP,windows-target-1,LogonFailed,mary,1
REDACTED IP,windows-target-1,LogonFailed,administrator,7
REDACTED IP,windows-target-1,LogonFailed,admin,1
REDACTED IP,windows-target-1,LogonFailed,administrator,1
REDACTED IP,windows-target-1,LogonFailed,sistemas,1
REDACTED IP,windows-target-1,LogonFailed,admin,1
REDACTED IP,windows-target-1,LogonFailed,administrator,2
REDACTED IP,windows-target-1,LogonFailed,supervisoressh,1
REDACTED IP,windows-target-1,LogonFailed,stiis,1
REDACTED IP,windows-target-1,LogonFailed,teste1,1
