TimeGenerated [UTC],DeviceName,ActionType,AccountName,RemoteIP,login_count
"3/16/2025, 10:02:21.279 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/16/2025, 10:03:06.320 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/16/2025, 10:03:07.876 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/16/2025, 10:03:23.064 PM",windows-target-1,LogonFailed,azam,REDACTED IP,1
"3/16/2025, 10:03:30.488 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/16/2025, 10:03:36.891 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/16/2025, 10:05:39.183 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/16/2025, 10:06:52.705 PM",windows-target-1,LogonFailed,gans,REDACTED IP,1
"3/16/2025, 10:07:08.676 PM",windows-target-1,LogonFailed,azmi,REDACTED IP,1
"3/16/2025, 10:09:01.518 PM",windows-target-1,LogonFailed,azureuser,REDACTED IP,1
"3/16/2025, 10:10:02.551 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/16/2025, 10:10:54.304 PM",windows-target-1,LogonFailed,azureuser,REDACTED IP,1
"3/17/2025, 9:46:04.885 PM",windows-target-1,LogonFailed,mahawar,REDACTED IP,1
"3/17/2025, 9:46:28.366 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:46:28.389 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:46:32.644 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:46:33.100 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:46:40.245 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:46:44.990 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 9:46:45.735 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:46:51.253 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:46:53.104 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:46:54.829 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:10.805 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:19.630 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:20.416 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:23.179 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:27.098 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:35.938 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:38.179 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:41.229 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:45.510 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:51.344 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:47:55.220 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 9:48:03.916 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 9:48:06.095 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:06.890 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:07.679 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:10.569 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:14.420 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:21.071 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:26.898 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 9:48:33.615 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:43.796 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:45.258 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:47.381 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:52.194 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:48:58.680 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:01.261 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:02.882 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:05.673 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:06.618 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:15.473 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:17.566 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:18.302 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:20.078 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:20.297 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:20.542 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:24.091 PM",windows-target-1,LogonFailed,mahmood,REDACTED IP,1
"3/17/2025, 9:49:30.526 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:43.267 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:44.839 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:51.495 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:52.161 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:49:58.384 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:07.778 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:11.373 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:16.084 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:25.902 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:26.783 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:32.672 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:36.030 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:37.848 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:38.870 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:39.519 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:46.542 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:46.614 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:50.314 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:50.336 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 9:51:52.556 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:51:52.706 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:56:05.128 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:56:11.212 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:56:17.270 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:56:25.375 PM",windows-target-1,LogonFailed,frontdesk1,REDACTED IP,1
"3/17/2025, 9:56:33.349 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:56:40.316 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:56:43.796 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:56:50.018 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 9:56:56.289 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 9:57:01.233 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:57:28.038 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:57:38.333 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:57:51.887 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:57:55.250 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 9:57:57.106 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 9:58:00.348 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 10:01:07.827 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 10:01:24.405 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 10:01:37.978 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 10:01:38.416 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 10:02:00.145 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 10:02:01.427 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 10:02:16.887 PM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/17/2025, 10:02:34.811 PM",windows-target-1,LogonFailed,malkov,REDACTED IP,1
"3/17/2025, 10:02:53.086 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 10:03:43.658 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 10:06:47.381 PM",windows-target-1,LogonFailed,sys,REDACTED IP,1
"3/17/2025, 10:07:05.728 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 10:07:32.292 PM",windows-target-1,LogonFailed,man,REDACTED IP,1
"3/17/2025, 10:08:47.061 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/17/2025, 10:11:49.216 PM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:30:27.448 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:30:29.609 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:30:34.237 AM",windows-target-1,LogonFailed,dsnvsuser,REDACTED IP,1
"3/18/2025, 4:30:37.363 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:30:39.873 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:30:50.173 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:30:50.457 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:30:51.401 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:30:52.520 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:30:53.799 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:30:54.906 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:31:00.760 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:31:05.812 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:31:07.294 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:31:20.956 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:31:33.674 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:31:35.198 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:31:43.110 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:31:46.606 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:31:54.506 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:00.688 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:06.863 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:11.969 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:15.254 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:16.212 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:19.995 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:24.255 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:26.101 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:26.999 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:37.595 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:43.110 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:43.348 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:32:50.781 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:02.741 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:03.059 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:06.214 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:12.020 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:16.526 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:17.588 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:28.371 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:28.825 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:32.496 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:38.988 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:42.311 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:42.724 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:53.450 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:33:58.287 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:07.171 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:09.577 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:13.455 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:13.847 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:16.068 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:18.384 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:18.803 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:32.573 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:34.593 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:35.666 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:40.296 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:42.610 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:34:43.663 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:34:56.985 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:09.321 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:09.389 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:15.257 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:22.932 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:23.897 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:34.496 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:36.050 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:47.888 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:35:48.408 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:49.517 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:54.567 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:55.272 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:35:58.436 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:36:02.196 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:36:18.126 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:36:27.579 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:36:34.342 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:36:36.941 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:36:52.617 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:37:00.966 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:37:04.183 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:37:23.976 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:37:25.598 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:37:25.658 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/18/2025, 4:37:52.908 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:38:48.596 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:40:03.242 AM",windows-target-1,LogonFailed,max,REDACTED IP,1
"3/18/2025, 4:40:06.585 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:40:34.259 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:41:15.177 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:41:16.308 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:42:39.500 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:48:09.232 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:48:22.879 AM",windows-target-1,LogonFailed,operator9,REDACTED IP,1
"3/18/2025, 4:48:26.997 AM",windows-target-1,LogonFailed,scanner,REDACTED IP,1
"3/18/2025, 4:50:00.217 AM",windows-target-1,LogonFailed,opt,REDACTED IP,1
"3/18/2025, 4:50:17.429 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/18/2025, 4:50:18.892 AM",windows-target-1,LogonFailed,angel,REDACTED IP,1
"3/18/2025, 4:51:34.766 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/24/2025, 3:32:22.875 AM",windows-target-1,LogonFailed,scannedjser,REDACTED IP,1
"3/24/2025, 3:32:23.292 AM",windows-target-1,LogonFailed,harlow,REDACTED IP,1
"3/24/2025, 3:32:23.997 AM",windows-target-1,LogonFailed,tgadmin,REDACTED IP,1
"3/24/2025, 3:32:25.960 AM",windows-target-1,LogonFailed,petrova,REDACTED IP,1
"3/24/2025, 3:32:26.341 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:32:26.473 AM",windows-target-1,LogonFailed,mosebachll,REDACTED IP,1
"3/24/2025, 3:32:28.907 AM",windows-target-1,LogonFailed,csatech,REDACTED IP,1
"3/24/2025, 3:32:30.285 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:32:31.335 AM",windows-target-1,LogonFailed,soeadmin,REDACTED IP,1
"3/24/2025, 3:32:33.814 AM",windows-target-1,LogonFailed,ateam,REDACTED IP,1
"3/24/2025, 3:32:35.680 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:32:36.276 AM",windows-target-1,LogonFailed,xp,REDACTED IP,1
"3/24/2025, 3:32:38.744 AM",windows-target-1,LogonFailed,tmt,REDACTED IP,1
"3/24/2025, 3:32:40.931 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:32:41.218 AM",windows-target-1,LogonFailed,lq,REDACTED IP,1
"3/24/2025, 3:32:41.510 AM",windows-target-1,LogonFailed,martin,REDACTED IP,1
"3/24/2025, 3:32:43.851 AM",windows-target-1,LogonFailed,user,REDACTED IP,1
"3/24/2025, 3:32:45.351 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:32:46.134 AM",windows-target-1,LogonFailed,cogusef,REDACTED IP,1
"3/24/2025, 3:32:46.175 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:32:46.297 AM",windows-target-1,LogonFailed,user2,REDACTED IP,1
"3/24/2025, 3:32:48.604 AM",windows-target-1,LogonFailed,rubens,REDACTED IP,1
"3/24/2025, 3:32:50.582 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:32:50.971 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/24/2025, 3:32:52.014 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:32:53.542 AM",windows-target-1,LogonFailed,cdcadminaws,REDACTED IP,1
"3/24/2025, 3:32:56.001 AM",windows-target-1,LogonFailed,rsisail,REDACTED IP,1
"3/24/2025, 3:32:56.894 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:32:59.090 AM",windows-target-1,LogonFailed,caja2,REDACTED IP,1
"3/24/2025, 3:32:59.835 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:33:00.994 AM",windows-target-1,LogonFailed,userldd,REDACTED IP,1
"3/24/2025, 3:33:01.091 AM",windows-target-1,LogonFailed,demo,REDACTED IP,1
"3/24/2025, 3:33:03.445 AM",windows-target-1,LogonFailed,mshafique,REDACTED IP,1
"3/24/2025, 3:33:04.632 AM",windows-target-1,LogonFailed,anichober,REDACTED IP,1
"3/24/2025, 3:33:04.650 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:33:05.915 AM",windows-target-1,LogonFailed,micciocpa,REDACTED IP,1
"3/24/2025, 3:33:06.428 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:33:08.384 AM",windows-target-1,LogonFailed,dispatcheruser,REDACTED IP,1
"3/24/2025, 3:33:11.870 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:33:13.290 AM",windows-target-1,LogonFailed,twisted,REDACTED IP,1
"3/24/2025, 3:33:15.903 AM",windows-target-1,LogonFailed,cmarcelino,REDACTED IP,1
"3/24/2025, 3:33:16.101 AM",windows-target-1,LogonFailed,jasper,REDACTED IP,1
"3/24/2025, 3:37:23.277 AM",windows-target-1,LogonFailed,judi,REDACTED IP,1
"3/24/2025, 3:37:25.603 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:25.684 AM",windows-target-1,LogonFailed,wari,REDACTED IP,1
"3/24/2025, 3:37:28.158 AM",windows-target-1,LogonFailed,aaladmin,REDACTED IP,1
"3/24/2025, 3:37:29.395 AM",windows-target-1,LogonFailed,admin,REDACTED IP,1
"3/24/2025, 3:37:30.654 AM",windows-target-1,LogonFailed,pseseafoods,REDACTED IP,1
"3/24/2025, 3:37:31.357 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:31.810 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:33.088 AM",windows-target-1,LogonFailed,escaneoiafa,REDACTED IP,1
"3/24/2025, 3:37:34.989 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:35.524 AM",windows-target-1,LogonFailed,samira,REDACTED IP,1
"3/24/2025, 3:37:35.970 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:37.237 AM",windows-target-1,LogonFailed,hp,REDACTED IP,1
"3/24/2025, 3:37:37.970 AM",windows-target-1,LogonFailed,sockwell,REDACTED IP,1
"3/24/2025, 3:37:38.535 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:40.432 AM",windows-target-1,LogonFailed,harv,REDACTED IP,1
"3/24/2025, 3:37:40.562 AM",windows-target-1,LogonFailed,asp.iis,REDACTED IP,1
"3/24/2025, 3:37:42.879 AM",windows-target-1,LogonFailed,vsnvr,REDACTED IP,1
"3/24/2025, 3:37:44.074 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:44.864 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:45.334 AM",windows-target-1,LogonFailed,cbox,REDACTED IP,1
"3/24/2025, 3:37:45.724 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:45.848 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:47.799 AM",windows-target-1,LogonFailed,dbkfadmin,REDACTED IP,1
"3/24/2025, 3:37:49.271 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:50.240 AM",windows-target-1,LogonFailed,ctac,REDACTED IP,1
"3/24/2025, 3:37:50.629 AM",windows-target-1,LogonFailed,barry,REDACTED IP,1
"3/24/2025, 3:37:50.642 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:37:51.544 AM",windows-target-1,LogonFailed,sukien3,REDACTED IP,1
"3/24/2025, 3:37:52.698 AM",windows-target-1,LogonFailed,mtcwnsend,REDACTED IP,1
"3/24/2025, 3:37:55.163 AM",windows-target-1,LogonFailed,orangeaed,REDACTED IP,1
"3/24/2025, 3:37:56.055 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:42:22.964 AM",windows-target-1,LogonFailed,rduser,REDACTED IP,1
"3/24/2025, 3:42:24.979 AM",windows-target-1,LogonFailed,administrator,REDACTED IP,1
"3/24/2025, 3:42:25.376 AM",windows-target-1,LogonFailed,jdm,REDACTED IP,1
"3/24/2025, 3:42:28.113 AM",windows-target-1,LogonFailed,tvu,REDACTED IP,1
